Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Lung,Persons,2,75-99,5,6649,22.4
2015-2019,Lung,Persons,2,All ages,5,14170,34.1
2015-2019,Lung,Persons,2,All ages,5,14170,38.7
2015-2019,Lung,Persons,3,15-44,1,290,67.7
2015-2019,Lung,Persons,3,45-54,1,1844,64.1
2015-2019,Lung,Persons,3,55-64,1,6253,60.2
2015-2019,Lung,Persons,3,65-74,1,13068,53.5
2015-2019,Lung,Persons,3,75-99,1,15545,38.1
2015-2019,Lung,Persons,3,All ages,1,37000,48.8
2015-2019,Lung,Persons,3,All ages,1,37000,51.8
2015-2019,Lung,Persons,3,15-44,2,290,49.4
2015-2019,Lung,Persons,3,45-54,2,1844,42.6
2015-2019,Lung,Persons,3,55-64,2,6253,38.5
2015-2019,Lung,Persons,3,65-74,2,13068,32.6
2015-2019,Lung,Persons,3,75-99,2,15545,19.8
2015-2019,Lung,Persons,3,All ages,2,37000,28.8
2015-2019,Lung,Persons,3,All ages,2,37000,31.1
2015-2019,Lung,Persons,3,15-44,3,290,43.1
2015-2019,Lung,Persons,3,45-54,3,1844,33.5
2015-2019,Lung,Persons,3,55-64,3,6253,29.3
2015-2019,Lung,Persons,3,65-74,3,13068,23.3
2015-2019,Lung,Persons,3,75-99,3,15545,13.5
2015-2019,Lung,Persons,3,All ages,3,37000,20.9
2015-2019,Lung,Persons,3,All ages,3,37000,22.9
2015-2019,Lung,Persons,3,15-44,4,290,37.7
2015-2019,Lung,Persons,3,45-54,4,1844,29.6
2015-2019,Lung,Persons,3,55-64,4,6253,24.4
2015-2019,Lung,Persons,3,65-74,4,13068,18.4
2015-2019,Lung,Persons,3,75-99,4,15545,9.8
2015-2019,Lung,Persons,3,All ages,4,37000,16.6
2015-2019,Lung,Persons,3,All ages,4,37000,18.2
2015-2019,Lung,Persons,3,55-64,5,6253,21.1
2015-2019,Lung,Persons,3,65-74,5,13068,14.9
2015-2019,Lung,Persons,3,75-99,5,15545,7
2015-2019,Lung,Persons,3,All ages,5,37000,13.5
2015-2019,Lung,Persons,3,All ages,5,37000,14.7
2015-2019,Lung,Persons,4,15-44,1,956,39.4
2015-2019,Lung,Persons,4,45-54,1,4851,30.2
2015-2019,Lung,Persons,4,55-64,1,14994,25
2015-2019,Lung,Persons,4,65-74,1,30891,20.7
2015-2019,Lung,Persons,4,75-99,1,38210,13.8
2015-2019,Lung,Persons,4,All ages,1,89902,19.2
2015-2019,Lung,Persons,4,All ages,1,89902,21
2015-2019,Lung,Persons,4,15-44,2,956,26.3
2015-2019,Lung,Persons,4,45-54,2,4851,15.6
2015-2019,Lung,Persons,4,55-64,2,14994,12.6
2015-2019,Lung,Persons,4,65-74,2,30891,9.7
2015-2019,Lung,Persons,4,75-99,2,38210,6.2
2015-2019,Lung,Persons,4,All ages,2,89902,9.2
2015-2019,Lung,Persons,4,All ages,2,89902,10.3
2015-2019,Lung,Persons,4,15-44,3,956,18.7
2015-2019,Lung,Persons,4,45-54,3,4851,10.8
2015-2019,Lung,Persons,4,55-64,3,14994,8.6
2015-2019,Lung,Persons,4,65-74,3,30891,6.2
2015-2019,Lung,Persons,4,75-99,3,38210,3.6
2015-2019,Lung,Persons,4,All ages,3,89902,5.9
2015-2019,Lung,Persons,4,All ages,3,89902,6.6
2015-2019,Lung,Persons,4,15-44,4,956,15.9
2015-2019,Lung,Persons,4,45-54,4,4851,8.3
2015-2019,Lung,Persons,4,55-64,4,14994,6.4
2015-2019,Lung,Persons,4,65-74,4,30891,4.3
2015-2019,Lung,Persons,4,75-99,4,38210,2.5
2015-2019,Lung,Persons,4,All ages,4,89902,4.3
2015-2019,Lung,Persons,4,All ages,4,89902,4.8
2015-2019,Lung,Persons,4,15-44,5,956,14
2015-2019,Lung,Persons,4,45-54,5,4851,7.4
2015-2019,Lung,Persons,4,55-64,5,14994,5.6
2015-2019,Lung,Persons,4,65-74,5,30891,3.3
2015-2019,Lung,Persons,4,75-99,5,38210,2
2015-2019,Lung,Persons,4,All ages,5,89902,3.4
2015-2019,Lung,Persons,4,All ages,5,89902,3.9
2015-2019,Lung,Persons,All stages combined,15-44,1,1864,60.9
2015-2019,Lung,Persons,All stages combined,45-54,1,8856,50
2015-2019,Lung,Persons,All stages combined,55-64,1,29745,48.4
2015-2019,Lung,Persons,All stages combined,65-74,1,64952,45.4
2015-2019,Lung,Persons,All stages combined,75-99,1,84836,35.7
2015-2019,Lung,Persons,All stages combined,All ages,1,190253,41.9
2015-2019,Lung,Persons,All stages combined,All ages,1,190253,44.4
2015-2019,Lung,Persons,All stages combined,15-44,2,1864,50.4
2015-2019,Lung,Persons,All stages combined,45-54,2,8856,35.3
2015-2019,Lung,Persons,All stages combined,55-64,2,29745,34.8
2015-2019,Lung,Persons,All stages combined,65-74,2,64952,32.3
2015-2019,Lung,Persons,All stages combined,75-99,2,84836,23.9
2015-2019,Lung,Persons,All stages combined,All ages,2,190253,29.3
2015-2019,Lung,Persons,All stages combined,All ages,2,190253,31.4
2015-2019,Lung,Persons,All stages combined,15-44,3,1864,44.4
2015-2019,Lung,Persons,All stages combined,45-54,3,8856,29.5
2015-2019,Lung,Persons,All stages combined,55-64,3,29745,29
2015-2019,Lung,Persons,All stages combined,65-74,3,64952,26.4
2015-2019,Lung,Persons,All stages combined,75-99,3,84836,18.4
2015-2019,Lung,Persons,All stages combined,All ages,3,190253,23.6
2015-2019,Lung,Persons,All stages combined,All ages,3,190253,25.5
2015-2019,Lung,Persons,All stages combined,15-44,4,1864,41.4
2015-2019,Lung,Persons,All stages combined,45-54,4,8856,26.4
2015-2019,Lung,Persons,All stages combined,55-64,4,29745,25.7
2015-2019,Lung,Persons,All stages combined,65-74,4,64952,22.7
2015-2019,Lung,Persons,All stages combined,75-99,4,84836,15.2
2015-2019,Lung,Persons,All stages combined,All ages,4,190253,20.2
2015-2019,Lung,Persons,All stages combined,All ages,4,190253,22.1
2015-2019,Lung,Persons,All stages combined,15-44,5,1864,39.4
2015-2019,Lung,Persons,All stages combined,45-54,5,8856,25.1
2015-2019,Lung,Persons,All stages combined,55-64,5,29745,23.7
2015-2019,Lung,Persons,All stages combined,65-74,5,64952,20.3
2015-2019,Lung,Persons,All stages combined,75-99,5,84836,12.6
2015-2019,Lung,Persons,All stages combined,All ages,5,190253,17.9
2015-2019,Lung,Persons,All stages combined,All ages,5,190253,19.7
2015-2019,Lung,Female,All stages combined,15-44,1,261,56.6
2015-2019,Lung,Female,All stages combined,45-54,1,1399,50.8
2015-2019,Lung,Female,All stages combined,55-64,1,4612,51.3
2015-2019,Lung,Female,All stages combined,65-74,1,8316,47.7
2015-2019,Lung,Female,All stages combined,75-99,1,9592,36.1
2015-2019,Lung,Female,All stages combined,All ages,1,24180,44
2015-2019,Lung,Female,All stages combined,All ages,1,24180,45.6
2015-2019,Lung,Female,All stages combined,15-44,2,261,44
2015-2019,Lung,Female,All stages combined,45-54,2,1399,35.8
2015-2019,Lung,Female,All stages combined,55-64,2,4612,37.6
2015-2019,Lung,Female,All stages combined,65-74,2,8316,34.6
2015-2019,Lung,Female,All stages combined,75-99,2,9592,24
2015-2019,Lung,Female,All stages combined,All ages,2,24180,31.1
2015-2019,Lung,Female,All stages combined,All ages,2,24180,32.4
2015-2019,Lung,Female,All stages combined,15-44,3,261,38.6
2015-2019,Lung,Female,All stages combined,45-54,3,1399,29.7
2015-2019,Lung,Female,All stages combined,55-64,3,4612,31.3
2015-2019,Lung,Female,All stages combined,65-74,3,8316,27.9
2015-2019,Lung,Female,All stages combined,75-99,3,9592,18.4
2015-2019,Lung,Female,All stages combined,All ages,3,24180,25
2015-2019,Lung,Female,All stages combined,All ages,3,24180,26.2
2015-2019,Lung,Female,All stages combined,15-44,4,261,35.6
2015-2019,Lung,Female,All stages combined,45-54,4,1399,26.8
2015-2019,Lung,Female,All stages combined,55-64,4,4612,27.7
2015-2019,Lung,Female,All stages combined,65-74,4,8316,24.7
2015-2019,Lung,Female,All stages combined,75-99,4,9592,15.1
2015-2019,Lung,Female,All stages combined,All ages,4,24180,21.7
2015-2019,Lung,Female,All stages combined,All ages,4,24180,22.8
2015-2019,Lung,Female,All stages combined,15-44,5,261,31.1
2015-2019,Lung,Female,All stages combined,45-54,5,1399,26.5
2015-2019,Lung,Female,All stages combined,55-64,5,4612,25.7
2015-2019,Lung,Female,All stages combined,65-74,5,8316,21.8
2015-2019,Lung,Female,All stages combined,75-99,5,9592,12.8
2015-2019,Lung,Female,All stages combined,All ages,5,24180,19.4
2015-2019,Lung,Female,All stages combined,All ages,5,24180,20.4
2015-2019,Lung,Female,All stages combined,15-44,1,195,61.9
2015-2019,Lung,Female,All stages combined,45-54,1,1025,56.1
2015-2019,Lung,Female,All stages combined,55-64,1,3228,54
2015-2019,Lung,Female,All stages combined,65-74,1,6489,48.3
2015-2019,Lung,Female,All stages combined,75-99,1,8380,37.4
2015-2019,Lung,Female,All stages combined,All ages,1,19317,45.1
2015-2019,Lung,Female,All stages combined,All ages,1,19317,47.7
2015-2019,Lung,Female,All stages combined,15-44,2,195,51
2015-2019,Lung,Female,All stages combined,45-54,2,1025,41.8
2015-2019,Lung,Female,All stages combined,55-64,2,3228,39.6
2015-2019,Lung,Female,All stages combined,65-74,2,6489,35.7
2015-2019,Lung,Female,All stages combined,75-99,2,8380,26
2015-2019,Lung,Female,All stages combined,All ages,2,19317,32.6
2015-2019,Lung,Female,All stages combined,All ages,2,19317,34.8
2015-2019,Lung,Female,All stages combined,15-44,3,195,46
2015-2019,Lung,Female,All stages combined,45-54,3,1025,35.4
2015-2019,Lung,Female,All stages combined,55-64,3,3228,33.5
2015-2019,Lung,Female,All stages combined,65-74,3,6489,29.7
2015-2019,Lung,Female,All stages combined,75-99,3,8380,20.2
2015-2019,Lung,Female,All stages combined,All ages,3,19317,26.7
2015-2019,Lung,Female,All stages combined,All ages,3,19317,28.7
2015-2019,Lung,Female,All stages combined,15-44,4,195,40
2015-2019,Lung,Female,All stages combined,45-54,4,1025,32.2
2015-2019,Lung,Female,All stages combined,55-64,4,3228,29.5
2015-2019,Lung,Female,All stages combined,65-74,4,6489,25.5
2015-2019,Lung,Female,All stages combined,75-99,4,8380,16.7
2015-2019,Lung,Female,All stages combined,All ages,4,19317,22.9
2015-2019,Lung,Female,All stages combined,All ages,4,19317,24.8
2015-2019,Lung,Female,All stages combined,15-44,5,195,36.4
2015-2019,Lung,Female,All stages combined,45-54,5,1025,31.2
2015-2019,Lung,Female,All stages combined,55-64,5,3228,27
2015-2019,Lung,Female,All stages combined,65-74,5,6489,22.7
2015-2019,Lung,Female,All stages combined,75-99,5,8380,14.5
2015-2019,Lung,Female,All stages combined,All ages,5,19317,20.5
2015-2019,Lung,Female,All stages combined,All ages,5,19317,22.3
2015-2019,Lung,Female,All stages combined,15-44,1,188,70
2015-2019,Lung,Female,All stages combined,45-54,1,741,57
2015-2019,Lung,Female,All stages combined,55-64,1,2710,53.7
2015-2019,Lung,Female,All stages combined,65-74,1,6094,50.4
2015-2019,Lung,Female,All stages combined,75-99,1,7739,38.9
2015-2019,Lung,Female,All stages combined,All ages,1,17472,46.3
2015-2019,Lung,Female,All stages combined,All ages,1,17472,49.2
2015-2019,Lung,Female,All stages combined,15-44,2,188,57.2
2015-2019,Lung,Female,All stages combined,45-54,2,741,41.7
2015-2019,Lung,Female,All stages combined,55-64,2,2710,39.2
2015-2019,Lung,Female,All stages combined,65-74,2,6094,37.2
2015-2019,Lung,Female,All stages combined,75-99,2,7739,27.2
2015-2019,Lung,Female,All stages combined,All ages,2,17472,33.5
2015-2019,Lung,Female,All stages combined,All ages,2,17472,35.9
2015-2019,Lung,Female,All stages combined,15-44,3,188,51.4
2015-2019,Lung,Female,All stages combined,45-54,3,741,36.3
2015-2019,Lung,Female,All stages combined,55-64,3,2710,33.7
2015-2019,Lung,Female,All stages combined,65-74,3,6094,31.4
2015-2019,Lung,Female,All stages combined,75-99,3,7739,21.2
2015-2019,Lung,Female,All stages combined,All ages,3,17472,27.7
2015-2019,Lung,Female,All stages combined,All ages,3,17472,30
2015-2019,Lung,Female,All stages combined,15-44,4,188,49.3
2015-2019,Lung,Female,All stages combined,45-54,4,741,33.2
2015-2019,Lung,Female,All stages combined,55-64,4,2710,31.3
2015-2019,Lung,Female,All stages combined,65-74,4,6094,27.3
2015-2019,Lung,Female,All stages combined,75-99,4,7739,17.7
2015-2019,Lung,Female,All stages combined,All ages,4,17472,24.2
2015-2019,Lung,Female,All stages combined,All ages,4,17472,26.5
2015-2019,Lung,Female,All stages combined,55-64,5,2710,28.7
2015-2019,Lung,Female,All stages combined,65-74,5,6094,25.1
2015-2019,Lung,Female,All stages combined,75-99,5,7739,14.9
2015-2019,Lung,Female,All stages combined,All ages,5,17472,21.6
2015-2019,Lung,Female,All stages combined,All ages,5,17472,23.6
2015-2019,Lung,Female,All stages combined,15-44,1,152,68.5
2015-2019,Lung,Female,All stages combined,45-54,1,688,59
2015-2019,Lung,Female,All stages combined,55-64,1,2181,56.2
2015-2019,Lung,Female,All stages combined,65-74,1,5293,52.2
2015-2019,Lung,Female,All stages combined,75-99,1,7552,40
2015-2019,Lung,Female,All stages combined,All ages,1,15866,47.4
2015-2019,Lung,Female,All stages combined,All ages,1,15866,50.8
2015-2019,Lung,Female,All stages combined,15-44,2,152,54.3
2015-2019,Lung,Female,All stages combined,45-54,2,688,42
2015-2019,Lung,Female,All stages combined,55-64,2,2181,44.2
2015-2019,Lung,Female,All stages combined,65-74,2,5293,38.9
2015-2019,Lung,Female,All stages combined,75-99,2,7552,27.9
2015-2019,Lung,Female,All stages combined,All ages,2,15866,34.7
2015-2019,Lung,Female,All stages combined,All ages,2,15866,37.6
2015-2019,Lung,Female,All stages combined,15-44,3,152,50.8
2015-2019,Lung,Female,All stages combined,45-54,3,688,37.9
2015-2019,Lung,Female,All stages combined,55-64,3,2181,37.8
2015-2019,Lung,Female,All stages combined,65-74,3,5293,32.8
2015-2019,Lung,Female,All stages combined,75-99,3,7552,22.3
2015-2019,Lung,Female,All stages combined,All ages,3,15866,28.8
2015-2019,Lung,Female,All stages combined,All ages,3,15866,31.8
2015-2019,Lung,Female,All stages combined,15-44,4,152,47.8
2015-2019,Lung,Female,All stages combined,45-54,4,688,32.6
2015-2019,Lung,Female,All stages combined,55-64,4,2181,33.2
2015-2019,Lung,Female,All stages combined,65-74,4,5293,28.6
2015-2019,Lung,Female,All stages combined,75-99,4,7552,19.1
2015-2019,Lung,Female,All stages combined,All ages,4,15866,25
2015-2019,Lung,Female,All stages combined,All ages,4,15866,27.7
2015-2019,Lung,Female,All stages combined,55-64,5,2181,30.5
2015-2019,Lung,Female,All stages combined,65-74,5,5293,26.9
2015-2019,Lung,Female,All stages combined,75-99,5,7552,16
2015-2019,Lung,Female,All stages combined,All ages,5,15866,22.5
2015-2019,Lung,Female,All stages combined,All ages,5,15866,24.8
2015-2019,Lung,Female,All stages combined,15-44,1,140,84.9
2015-2019,Lung,Female,All stages combined,45-54,1,536,63.8
2015-2019,Lung,Female,All stages combined,55-64,1,1668,59.9
2015-2019,Lung,Female,All stages combined,65-74,1,4341,53.9
2015-2019,Lung,Female,All stages combined,75-99,1,6463,41.2
2015-2019,Lung,Female,All stages combined,All ages,1,13148,49.2
2015-2019,Lung,Female,All stages combined,All ages,1,13148,53.8
2015-2019,Lung,Female,All stages combined,15-44,2,140,74.2
2015-2019,Lung,Female,All stages combined,45-54,2,536,48.3
2015-2019,Lung,Female,All stages combined,55-64,2,1668,47.2
2015-2019,Lung,Female,All stages combined,65-74,2,4341,41
2015-2019,Lung,Female,All stages combined,75-99,2,6463,29.4
2015-2019,Lung,Female,All stages combined,All ages,2,13148,36.7
2015-2019,Lung,Female,All stages combined,All ages,2,13148,40.9
2015-2019,Lung,Female,All stages combined,15-44,3,140,67.9
2015-2019,Lung,Female,All stages combined,45-54,3,536,41.3
2015-2019,Lung,Female,All stages combined,55-64,3,1668,40.4
2015-2019,Lung,Female,All stages combined,65-74,3,4341,34.7
2015-2019,Lung,Female,All stages combined,75-99,3,6463,24.3
2015-2019,Lung,Female,All stages combined,All ages,3,13148,30.9
2015-2019,Lung,Female,All stages combined,All ages,3,13148,34.7
2015-2019,Lung,Female,All stages combined,15-44,4,140,64.9
2015-2019,Lung,Female,All stages combined,45-54,4,536,39.2
2015-2019,Lung,Female,All stages combined,55-64,4,1668,36.8
2015-2019,Lung,Female,All stages combined,65-74,4,4341,30.5
2015-2019,Lung,Female,All stages combined,75-99,4,6463,21.4
2015-2019,Lung,Female,All stages combined,All ages,4,13148,27.6
2015-2019,Lung,Female,All stages combined,All ages,4,13148,31.2
2015-2019,Lung,Female,All stages combined,55-64,5,1668,35.6
2015-2019,Lung,Female,All stages combined,65-74,5,4341,27.9
2015-2019,Lung,Female,All stages combined,75-99,5,6463,19.2
2015-2019,Lung,Female,All stages combined,All ages,5,13148,25.4
2015-2019,Lung,Female,All stages combined,All ages,5,13148,28.7
2015-2019,Lung,Female,1,15-44,1,201,98.1
2015-2019,Lung,Female,1,45-54,1,747,96.9
2015-2019,Lung,Female,1,55-64,1,2896,94.6
2015-2019,Lung,Female,1,65-74,1,6659,93
2015-2019,Lung,Female,1,75-99,1,8234,85.4
2015-2019,Lung,Female,1,All ages,1,18737,90.1
2015-2019,Lung,Female,1,All ages,1,18737,91.9
2015-2019,Lung,Female,1,55-64,2,2896,88.3
2015-2019,Lung,Female,1,65-74,2,6659,84.3
2015-2019,Lung,Female,1,75-99,2,8234,72.3
2015-2019,Lung,Female,1,All ages,2,18737,80.1
2015-2019,Lung,Female,1,All ages,2,18737,82.9
2015-2019,Lung,Female,1,55-64,3,2896,82.3
2015-2019,Lung,Female,1,65-74,3,6659,77.6
2015-2019,Lung,Female,1,75-99,3,8234,62.1
2015-2019,Lung,Female,1,All ages,3,18737,72.2
2015-2019,Lung,Female,1,All ages,3,18737,75.9
2015-2019,Lung,Female,1,55-64,4,2896,78.1
2015-2019,Lung,Female,1,65-74,4,6659,71.8
2015-2019,Lung,Female,1,75-99,4,8234,55
2015-2019,Lung,Female,1,All ages,4,18737,66.3
2015-2019,Lung,Female,1,All ages,4,18737,70.6
2015-2019,Lung,Female,1,55-64,5,2896,75.4
2015-2019,Lung,Female,1,65-74,5,6659,67.8
2015-2019,Lung,Female,1,75-99,5,8234,49.2
2015-2019,Lung,Female,1,All ages,5,18737,62
2015-2019,Lung,Female,1,All ages,5,18737,66.6
2015-2019,Lung,Female,2,15-44,1,49,93.9
2015-2019,Lung,Female,2,45-54,1,223,90.4
2015-2019,Lung,Female,2,55-64,1,996,87
2015-2019,Lung,Female,2,65-74,1,2252,79.3
2015-2019,Lung,Female,2,75-99,1,2971,64.7
2015-2019,Lung,Female,2,All ages,1,6491,74.3
2015-2019,Lung,Female,2,All ages,1,6491,78.5
2015-2019,Lung,Female,2,15-44,2,49,89.8
2015-2019,Lung,Female,2,45-54,2,223,79.1
2015-2019,Lung,Female,2,55-64,2,996,72.5
2015-2019,Lung,Female,2,65-74,2,2252,64.4
2015-2019,Lung,Female,2,75-99,2,2971,45.2
2015-2019,Lung,Female,2,All ages,2,6491,57.6
2015-2019,Lung,Female,2,All ages,2,6491,62.7
2015-2019,Lung,Female,2,15-44,3,49,87.1
2015-2019,Lung,Female,2,45-54,3,223,70.4
2015-2019,Lung,Female,2,55-64,3,996,65.1
2015-2019,Lung,Female,2,65-74,3,2252,55.2
2015-2019,Lung,Female,2,75-99,3,2971,34.7
2015-2019,Lung,Female,2,All ages,3,6491,48.2
2015-2019,Lung,Female,2,All ages,3,6491,53.3
2015-2019,Lung,Female,2,15-44,4,49,81.3
2015-2019,Lung,Female,2,45-54,4,223,63.6
2015-2019,Lung,Female,2,55-64,4,996,59.6
2015-2019,Lung,Female,2,65-74,4,2252,47.1
2015-2019,Lung,Female,2,75-99,4,2971,29.8
2015-2019,Lung,Female,2,All ages,4,6491,42.1
2015-2019,Lung,Female,2,All ages,4,6491,46.9
2015-2019,Lung,Female,2,15-44,5,49,76.9
2015-2019,Lung,Female,2,45-54,5,223,60.5
2015-2019,Lung,Female,2,55-64,5,996,54.9
2015-2019,Lung,Female,2,65-74,5,2252,43.5
2015-2019,Lung,Female,2,75-99,5,2971,25.7
2015-2019,Lung,Female,2,All ages,5,6491,38.2
2015-2019,Lung,Female,2,All ages,5,6491,42.7
2015-2019,Lung,Female,3,15-44,1,132,73.6
2015-2019,Lung,Female,3,45-54,1,860,68.8
2015-2019,Lung,Female,3,55-64,1,2911,64
2015-2019,Lung,Female,3,65-74,1,5956,56.1
2015-2019,Lung,Female,3,75-99,1,6985,39.1
2015-2019,Lung,Female,3,All ages,1,16844,51.2
2015-2019,Lung,Female,3,All ages,1,16844,54.4
2015-2019,Lung,Female,3,15-44,2,132,50
2015-2019,Lung,Female,3,45-54,2,860,46.8
2015-2019,Lung,Female,3,55-64,2,2911,42.6
2015-2019,Lung,Female,3,65-74,2,5956,35
2015-2019,Lung,Female,3,75-99,2,6985,21.2
2015-2019,Lung,Female,3,All ages,2,16844,31.3
2015-2019,Lung,Female,3,All ages,2,16844,33.6
2015-2019,Lung,Female,3,15-44,3,132,43.7
2015-2019,Lung,Female,3,45-54,3,860,38.6
2015-2019,Lung,Female,3,55-64,3,2911,32.8
2015-2019,Lung,Female,3,65-74,3,5956,25.2
2015-2019,Lung,Female,3,75-99,3,6985,15.7
2015-2019,Lung,Female,3,All ages,3,16844,23.4
2015-2019,Lung,Female,3,All ages,3,16844,25.5
2015-2019,Lung,Female,3,15-44,4,132,38.7
2015-2019,Lung,Female,3,45-54,4,860,33.7
2015-2019,Lung,Female,3,55-64,4,2911,27.6
2015-2019,Lung,Female,3,65-74,4,5956,20.8
2015-2019,Lung,Female,3,75-99,4,6985,11.5
2015-2019,Lung,Female,3,All ages,4,16844,18.9
2015-2019,Lung,Female,3,All ages,4,16844,20.7
2015-2019,Lung,Female,3,55-64,5,2911,23.8
2015-2019,Lung,Female,3,65-74,5,5956,17
2015-2019,Lung,Female,3,75-99,5,6985,7.9
2015-2019,Lung,Female,3,All ages,5,16844,15.4
2015-2019,Lung,Female,3,All ages,5,16844,16.6
2015-2019,Lung,Female,4,15-44,1,470,46.1
2015-2019,Lung,Female,4,45-54,1,2351,35.1
2015-2019,Lung,Female,4,55-64,1,6927,28.8
2015-2019,Lung,Female,4,65-74,1,13992,23.9
2015-2019,Lung,Female,4,75-99,1,17310,14.9
2015-2019,Lung,Female,4,All ages,1,41050,21.8
2015-2019,Lung,Female,4,All ages,1,41050,23.9
2015-2019,Lung,Female,4,15-44,2,470,30.1
2015-2019,Lung,Female,4,45-54,2,2351,18.2
2015-2019,Lung,Female,4,55-64,2,6927,15.2
2015-2019,Lung,Female,4,65-74,2,13992,12
2015-2019,Lung,Female,4,75-99,2,17310,7
2015-2019,Lung,Female,4,All ages,2,41050,11
2015-2019,Lung,Female,4,All ages,2,41050,12.2
2015-2019,Lung,Female,4,15-44,3,470,22.4
2015-2019,Lung,Female,4,45-54,3,2351,12.6
